CustomerID,FirstName,LastName,Email,Phone,Age,YearsActive,NumChildren,VIP,EstimatedAnnualSpend
14577.0,Elliot,Clark,elliot.clark7.0@no-reply.io,+5-446-537-7209,28,1,3,No,1762.34
12753.0,Jordan,Thompson,jordan.thompson3.0@demo.org,+6-375-762-6435,53,9,0,No,4508.75
17236.0,Jamie,Thomas,jamie.thomas6.0@no-reply.io,+9-229-740-7950,29,2,0,No,2230.84
17372.0,Logan,Thompson,logan.thompson2.0@no-reply.io,+1-778-998-2490,63,9,4,No,4636.92
16367.0,Quinn,Thompson,quinn.thompson7.0@no-reply.io,+3-567-759-4100,58,9,0,No,4329.48
12875.0,Alex,Smith,alex.smith5.0@sample.net,+6-599-768-4780,21,9,2,No,4861.88
17917.0,Quinn,Brown,quinn.brown7.0@example.com,+4-176-477-7434,64,3,1,No,2462.49
16010.0,Avery,King,avery.king0.0@mail.test,+2-605-922-6759,69,7,2,No,944.96
17085.0,Elliot,Lewis,elliot.lewis5.0@no-reply.io,+6-567-790-2961,61,5,1,No,3151.43
13668.0,Jordan,Garcia,jordan.garcia8.0@mail.test,+4-264-693-4314,31,5,2,No,2991.46
14684.0,Rowan,Thompson,rowan.thompson4.0@no-reply.io,+8-538-664-1134,31,1,4,No,1535.54
17188.0,Blake,Hall,blake.hall8.0@no-reply.io,+5-580-648-3412,61,9,2,No,4386.95
15547.0,Drew,Thompson,drew.thompson7.0@demo.org,+1-219-354-7679,43,8,3,No,3222.55
15998.0,Casey,Smith,casey.smith8.0@demo.org,+5-746-595-5382,41,8,2,No,1702.19
14413.0,Elliot,Young,elliot.young3.0@demo.org,+6-467-676-2718,60,1,1,No,1393.28
18004.0,Jamie,Lee,jamie.lee4.0@no-reply.io,+6-966-920-2167,38,8,1,No,1094.44
13959.0,Riley,Jackson,riley.jackson9.0@demo.org,+6-337-890-1427,48,4,2,No,3072.64
16665.0,Chris,Walker,chris.walker5.0@no-reply.io,+2-730-529-2995,39,11,0,No,2889.77
15454.0,Casey,White,casey.white4.0@no-reply.io,+8-642-907-4884,40,7,3,No,755.45
15044.0,Jordan,Garcia,jordan.garcia4.0@demo.org,+2-463-117-2894,36,1,2,No,2122.3
17937.0,Jamie,Smith,jamie.smith7.0@example.com,+7-412-745-7334,21,12,2,No,2439.26
14608.0,Avery,Johnson,avery.johnson8.0@no-reply.io,+1-172-346-9876,24,7,0,No,2534.54
17618.0,Jamie,Walker,jamie.walker8.0@sample.net,+2-429-741-5360,53,11,2,No,2699.81
14505.0,Reese,Jackson,reese.jackson5.0@demo.org,+4-909-561-3821,20,2,2,No,357.08
18037.0,Drew,Anderson,drew.anderson7.0@no-reply.io,+3-155-855-1714,56,6,2,No,3882.59
13198.0,Drew,Smith,drew.smith8.0@mail.test,+4-160-558-6693,71,2,2,No,2249.07
12540.0,Jordan,Clark,jordan.clark0.0@sample.net,+9-929-125-6975,77,5,3,No,3965.16
13225.0,Jordan,Thompson,jordan.thompson5.0@mail.test,+3-904-232-5056,20,7,0,No,585.95
15361.0,Taylor,Brown,taylor.brown1.0@no-reply.io,+2-834-901-8192,45,6,2,No,628.27
15689.0,Taylor,Young,taylor.young9.0@demo.org,+4-296-848-1486,36,9,1,No,1742.13
14290.0,Drew,Taylor,drew.taylor0.0@mail.test,+9-492-307-6378,54,10,4,No,4822.88
13209.0,Rowan,Thompson,rowan.thompson9.0@example.com,+9-389-288-2860,21,12,3,No,2813.54
13999.0,Blake,Lee,blake.lee9.0@no-reply.io,+8-231-464-6863,67,2,4,No,2648.34
14498.0,Jamie,Allen,jamie.allen8.0@no-reply.io,+3-588-867-7376,24,7,0,No,741.62
15854.0,Reese,Thompson,reese.thompson4.0@sample.net,+9-478-650-4257,52,4,1,No,2644.1
16701.0,Blake,Brown,blake.brown1.0@no-reply.io,+5-523-919-9205,58,2,2,Yes,2524.21
16927.0,Alex,Lee,alex.lee7.0@demo.org,+3-185-492-5299,22,12,3,No,3073.13
17990.0,Parker,Lee,parker.lee0.0@sample.net,+9-224-907-4334,56,12,0,No,6020.66
14544.0,Riley,Lewis,riley.lewis4.0@example.com,+1-735-828-2201,51,11,2,No,4361.6
17338.0,Chris,Lee,chris.lee8.0@sample.net,+8-725-522-1700,52,10,3,No,5406.66
17231.0,Quinn,Anderson,quinn.anderson1.0@sample.net,+5-121-715-8215,20,2,0,No,2364.57
17799.0,Morgan,Thompson,morgan.thompson9.0@example.com,+9-203-330-7298,20,4,0,No,2423.22
14565.0,Riley,Clark,riley.clark5.0@demo.org,+2-745-245-5271,67,3,3,No,1357.03
16726.0,Jamie,Brown,jamie.brown6.0@no-reply.io,+8-492-557-1133,33,6,1,Yes,1900.81
17303.0,Quinn,Jackson,quinn.jackson3.0@sample.net,+9-369-669-8828,35,5,2,Yes,536.16
14639.0,Blake,Lewis,blake.lewis9.0@demo.org,+9-412-706-5513,78,2,2,No,1927.79
17611.0,Taylor,Johnson,taylor.johnson1.0@demo.org,+3-213-815-5720,65,3,2,No,1961.66
17179.0,Morgan,Hall,morgan.hall9.0@sample.net,+4-364-899-1791,66,3,4,No,1437.44
17524.0,Drew,Anderson,drew.anderson4.0@sample.net,+1-894-267-7217,72,3,1,No,2904.59
12476.0,Parker,Jackson,parker.jackson6.0@demo.org,+2-813-703-6888,77,12,3,No,1017.85
17293.0,Elliot,Allen,elliot.allen3.0@no-reply.io,+6-966-994-7749,42,4,3,No,439.84
17890.0,Jordan,Harris,jordan.harris0.0@no-reply.io,+5-706-750-2366,48,9,0,No,1013.07
17375.0,Blake,Anderson,blake.anderson5.0@example.com,+1-622-782-4162,32,7,2,No,2383.83
17371.0,Quinn,Jackson,quinn.jackson1.0@demo.org,+4-689-723-9562,40,8,4,No,587.86
17969.0,Drew,King,drew.king9.0@mail.test,+3-916-351-3307,57,12,0,Yes,7710.28
15159.0,Reese,Harris,reese.harris9.0@example.com,+2-952-607-3945,18,11,4,No,3932.26
13211.0,Taylor,Anderson,taylor.anderson1.0@no-reply.io,+5-662-291-1642,51,9,1,No,4486.97
15777.0,Cameron,Smith,cameron.smith7.0@demo.org,+3-952-365-4906,37,8,2,No,2021.3
14525.0,Avery,Taylor,avery.taylor5.0@mail.test,+4-322-813-8974,38,12,3,No,2146.72
13324.0,Avery,Martin,avery.martin4.0@mail.test,+5-747-506-6336,26,11,1,No,3731.45
13802.0,Avery,Martin,avery.martin2.0@example.com,+1-224-825-9883,58,3,0,No,1875.88
13948.0,Alex,Jackson,alex.jackson8.0@no-reply.io,+6-194-858-2851,53,7,1,No,1254.58
13008.0,Jamie,White,jamie.white8.0@no-reply.io,+4-692-911-4675,33,5,0,No,428.25
14206.0,Sam,Young,sam.young6.0@example.com,+2-571-308-8577,60,12,3,Yes,3469.09
16202.0,Cameron,Allen,cameron.allen2.0@demo.org,+3-965-215-4749,53,12,4,No,2832.4
16442.0,Logan,White,logan.white2.0@example.com,+3-772-705-2534,60,12,0,No,2345.96
18075.0,Blake,Martin,blake.martin5.0@sample.net,+3-874-647-3285,58,7,0,No,4454.57
15468.0,Elliot,Young,elliot.young8.0@no-reply.io,+6-988-933-5154,52,12,1,No,6062.32
16570.0,Rowan,King,rowan.king0.0@demo.org,+1-218-819-8432,78,12,0,No,2705.08
14524.0,Casey,Lee,casey.lee4.0@mail.test,+9-701-123-6484,55,7,2,No,4763.03
18141.0,Riley,Martin,riley.martin1.0@mail.test,+8-484-515-1753,59,7,3,No,541.63
12434.0,Alex,Johnson,alex.johnson4.0@no-reply.io,+2-218-759-4234,42,8,4,No,2540.75
16810.0,Riley,Brown,riley.brown0.0@example.com,+4-985-932-2390,38,11,0,No,2913.68
14961.0,Morgan,Taylor,morgan.taylor1.0@no-reply.io,+7-938-486-7942,27,5,4,No,3166.95
17041.0,Hayden,Johnson,hayden.johnson1.0@mail.test,+2-849-571-1259,45,3,1,No,594.02
16458.0,Parker,Lee,parker.lee8.0@no-reply.io,+5-361-664-2497,41,9,3,No,4401.84
16083.0,Taylor,White,taylor.white3.0@mail.test,+5-499-725-3473,31,12,3,No,2788.13
16262.0,Cameron,Jackson,cameron.jackson2.0@demo.org,+5-947-284-2140,70,2,0,No,2723.73
17194.0,Riley,Young,riley.young4.0@mail.test,+3-266-619-5379,19,7,1,No,4529.53
14057.0,Quinn,Jackson,quinn.jackson7.0@demo.org,+5-539-591-7869,26,11,3,No,1422.06
14871.0,Cameron,Clark,cameron.clark1.0@mail.test,+8-644-273-7727,50,3,4,Yes,1667.81
13178.0,Taylor,Smith,taylor.smith8.0@example.com,+4-585-258-1217,68,9,0,No,1515.28
18044.0,Reese,Garcia,reese.garcia4.0@mail.test,+5-518-421-5091,77,9,0,No,3963.08
16812.0,Hayden,King,hayden.king2.0@mail.test,+2-620-646-5320,47,12,1,No,5870.82
16191.0,Drew,Young,drew.young1.0@example.com,+7-265-468-2988,53,10,1,No,2760.92
12370.0,Morgan,Thompson,morgan.thompson0.0@example.com,+3-738-373-4957,66,12,1,No,3252.84
14298.0,Avery,Johnson,avery.johnson8.0@example.com,+6-449-655-3540,77,7,1,Yes,5402.25
17158.0,Blake,Harris,blake.harris8.0@example.com,+5-117-866-5733,72,11,3,No,3049.74
14415.0,Elliot,Smith,elliot.smith5.0@no-reply.io,+3-447-897-1720,52,7,0,No,1506.97
16899.0,Morgan,King,morgan.king9.0@mail.test,+3-752-472-9274,55,7,3,No,4704.86
16531.0,Morgan,Harris,morgan.harris1.0@demo.org,+7-461-178-8441,40,9,4,No,4880.39
17404.0,Chris,King,chris.king4.0@example.com,+5-248-553-3006,75,4,3,No,1780.28
16556.0,Jamie,White,jamie.white6.0@example.com,+7-616-672-6784,62,1,4,Yes,2528.97
16805.0,Jamie,Thomas,jamie.thomas5.0@sample.net,+5-806-273-4655,67,1,1,Yes,2814.97
16503.0,Reese,Anderson,reese.anderson3.0@sample.net,+3-141-258-7653,43,4,3,No,2561.85
17739.0,Blake,Walker,blake.walker9.0@example.com,+5-285-842-2722,41,3,1,No,2411.78
13238.0,Casey,Hall,casey.hall8.0@example.com,+9-106-861-9663,29,1,0,No,686.52
12829.0,Avery,Anderson,avery.anderson9.0@example.com,+5-477-932-6264,41,1,1,Yes,2412.29
13097.0,Cameron,Johnson,cameron.johnson7.0@no-reply.io,+8-780-508-4308,65,9,3,No,2074.14
12867.0,Quinn,Lee,quinn.lee7.0@demo.org,+7-484-394-7483,79,10,4,Yes,1090.43
15392.0,Blake,Lewis,blake.lewis2.0@example.com,+3-179-641-9452,50,12,1,No,4412.73
13846.0,Hayden,Jackson,hayden.jackson6.0@sample.net,+9-517-327-6635,59,7,2,Yes,4084.84
14401.0,Morgan,Clark,morgan.clark1.0@sample.net,+8-275-639-6913,31,8,3,No,3599.26
16145.0,Casey,Martin,casey.martin5.0@demo.org,+9-453-815-8532,32,12,4,No,6698.16
17629.0,Parker,Thomas,parker.thomas9.0@mail.test,+9-209-258-1306,39,7,0,Yes,2405.08
14150.0,Cameron,Young,cameron.young0.0@mail.test,+5-693-903-1111,21,10,3,No,4271.42
13496.0,Jordan,Jackson,jordan.jackson6.0@sample.net,+9-773-160-5523,70,4,3,No,1969.77
13611.0,Elliot,Lewis,elliot.lewis1.0@demo.org,+2-362-370-2846,55,12,4,No,3040.92
16954.0,Avery,Jackson,avery.jackson4.0@demo.org,+5-390-205-9033,60,2,0,No,1421.39
17454.0,Avery,Garcia,avery.garcia4.0@sample.net,+8-862-112-5748,61,10,4,No,5152.52
17449.0,Casey,Taylor,casey.taylor9.0@mail.test,+4-195-461-4462,74,9,4,No,1221.65
17230.0,Hayden,Thompson,hayden.thompson0.0@mail.test,+4-408-339-3819,49,5,0,No,2185.86
12865.0,Logan,Thompson,logan.thompson5.0@example.com,+9-196-385-8007,58,10,0,No,4345.64
15950.0,Reese,Garcia,reese.garcia0.0@no-reply.io,+6-198-977-6326,43,2,4,No,1842.99
15512.0,Morgan,Taylor,morgan.taylor2.0@example.com,+7-251-548-9777,52,7,1,No,4321.49
17525.0,Alex,Taylor,alex.taylor5.0@mail.test,+2-960-218-4210,39,4,0,No,2465.59
13458.0,Sam,Lewis,sam.lewis8.0@sample.net,+3-100-346-9667,36,5,0,No,3839.96
14426.0,Reese,Taylor,reese.taylor6.0@demo.org,+3-587-665-7467,26,6,3,No,4390.59
16003.0,Riley,Thompson,riley.thompson3.0@sample.net,+7-444-592-8088,48,10,3,No,4960.58
13092.0,Logan,Walker,logan.walker2.0@example.com,+4-150-564-4722,45,1,1,No,248.3
13426.0,Avery,Lewis,avery.lewis6.0@example.com,+6-149-197-9324,48,3,2,No,1980.72
15101.0,Cameron,Smith,cameron.smith1.0@no-reply.io,+6-284-297-7843,34,9,1,No,5553.4
17033.0,Taylor,Garcia,taylor.garcia3.0@example.com,+1-559-544-2097,66,2,2,No,2620.08
13221.0,Elliot,Johnson,elliot.johnson1.0@example.com,+4-371-292-4240,64,10,4,No,4174.42
14201.0,Hayden,King,hayden.king1.0@mail.test,+2-180-200-9936,75,9,3,No,3725.66
17692.0,Drew,Taylor,drew.taylor2.0@demo.org,+3-108-594-4439,49,7,2,No,3036.07
15822.0,Drew,Hall,drew.hall2.0@no-reply.io,+2-224-753-1782,19,6,4,No,4296.13
16134.0,Hayden,Taylor,hayden.taylor4.0@sample.net,+9-447-744-7073,24,4,2,No,2421.38
17551.0,Taylor,Jackson,taylor.jackson1.0@no-reply.io,+3-691-512-4046,49,6,3,No,3545.12
18050.0,Taylor,Harris,taylor.harris0.0@example.com,+7-399-240-5239,22,9,2,No,2016.53
14913.0,Quinn,Brown,quinn.brown3.0@sample.net,+6-105-797-6730,22,1,1,No,1320.47
12666.0,Sam,Smith,sam.smith6.0@mail.test,+7-232-885-7858,37,7,4,No,3434.12
15641.0,Jordan,Walker,jordan.walker1.0@mail.test,+5-652-263-4107,56,12,3,No,5075.44
13124.0,Cameron,Johnson,cameron.johnson4.0@sample.net,+6-209-784-8995,44,11,1,No,3921.05
17214.0,Reese,White,reese.white4.0@sample.net,+4-303-615-5179,53,4,3,No,2038.37
15456.0,Drew,Lee,drew.lee6.0@no-reply.io,+7-655-936-7637,77,8,3,No,2372.11
15062.0,Parker,Taylor,parker.taylor2.0@sample.net,+1-546-397-1182,47,3,1,No,1139.82
12928.0,Rowan,Lee,rowan.lee8.0@demo.org,+5-259-272-9727,65,9,2,No,864.73
15727.0,Drew,Taylor,drew.taylor7.0@example.com,+1-594-552-7892,78,12,1,No,2612.5
17980.0,Hayden,King,hayden.king0.0@example.com,+6-735-870-6302,25,7,3,Yes,2654.47
15290.0,Jamie,Brown,jamie.brown0.0@mail.test,+8-359-323-5684,19,11,4,No,1640.15
17752.0,Logan,Martin,logan.martin2.0@no-reply.io,+5-367-148-2634,36,11,3,No,3679.78
15615.0,Cameron,Jackson,cameron.jackson5.0@no-reply.io,+1-290-260-2927,31,1,0,No,420.63
12577.0,Elliot,Johnson,elliot.johnson7.0@demo.org,+2-313-441-8143,34,8,1,No,3313.05
17044.0,Parker,Martin,parker.martin4.0@demo.org,+7-954-948-8627,78,7,4,Yes,770.47
13829.0,Sam,Jackson,sam.jackson9.0@demo.org,+4-412-386-2260,80,1,0,No,2125.02
17633.0,Sam,Johnson,sam.johnson3.0@demo.org,+1-547-381-2366,66,8,3,No,1993.72
13266.0,Jordan,Clark,jordan.clark6.0@mail.test,+8-146-802-9456,25,7,3,No,4445.87
17820.0,Sam,Taylor,sam.taylor0.0@sample.net,+9-951-732-6522,70,12,2,No,4579.95
15664.0,Rowan,Young,rowan.young4.0@no-reply.io,+1-477-573-8128,57,7,2,Yes,5748.45
17189.0,Elliot,Jackson,elliot.jackson9.0@demo.org,+7-630-861-9221,68,5,4,No,3492.72
17496.0,Jordan,Thomas,jordan.thomas6.0@mail.test,+1-186-403-6784,75,5,4,Yes,3799.2
16607.0,Avery,Garcia,avery.garcia7.0@demo.org,+5-379-462-2623,18,4,1,No,1770.96
13317.0,Jordan,Young,jordan.young7.0@no-reply.io,+3-867-350-6599,47,10,4,No,1768.36
13890.0,Drew,Thomas,drew.thomas0.0@demo.org,+2-291-811-7361,38,9,3,No,1487.12
17001.0,Parker,Young,parker.young1.0@example.com,+7-608-478-6706,19,9,2,No,2168.94
15246.0,Reese,Martin,reese.martin6.0@mail.test,+9-757-142-5941,53,10,4,No,5079.3
16996.0,Reese,Johnson,reese.johnson6.0@no-reply.io,+8-375-834-2522,58,8,3,Yes,4262.42
15482.0,Casey,Jackson,casey.jackson2.0@mail.test,+7-579-456-5777,33,6,0,No,788.07
16037.0,Casey,Garcia,casey.garcia7.0@mail.test,+4-342-723-8009,51,10,2,No,4326.14
14841.0,Logan,King,logan.king1.0@no-reply.io,+2-139-679-3977,43,10,0,No,1573.66
16670.0,Casey,Taylor,casey.taylor0.0@demo.org,+9-837-394-3546,38,10,0,No,2501.7
16985.0,Sam,Thompson,sam.thompson5.0@mail.test,+5-671-175-4857,32,3,3,No,2200.04
16705.0,Sam,Taylor,sam.taylor5.0@demo.org,+9-212-212-4477,73,5,2,No,3602.82
16470.0,Quinn,Garcia,quinn.garcia0.0@mail.test,+8-589-533-2488,39,10,4,No,2491.73
14414.0,Chris,Martin,chris.martin4.0@sample.net,+7-921-257-9624,47,9,1,No,2092.68
15563.0,Parker,Walker,parker.walker3.0@example.com,+8-406-572-7353,39,3,4,No,2106.06
12980.0,Taylor,Anderson,taylor.anderson0.0@demo.org,+2-392-814-9613,25,10,2,Yes,4754.65
16746.0,Parker,Smith,parker.smith6.0@no-reply.io,+4-108-687-3313,46,6,1,No,3379.39
14878.0,Logan,Harris,logan.harris8.0@example.com,+5-452-495-8333,37,5,2,No,1127.45
16743.0,Blake,Smith,blake.smith3.0@sample.net,+6-434-538-1996,46,6,3,No,1929.64
17146.0,Riley,White,riley.white6.0@demo.org,+6-183-408-6530,62,12,4,Yes,5491.52
12877.0,Sam,Thompson,sam.thompson7.0@no-reply.io,+8-904-319-1755,80,10,4,No,3009.61
15394.0,Hayden,Walker,hayden.walker4.0@no-reply.io,+8-205-598-7491,80,10,3,No,3508.06
14621.0,Parker,Johnson,parker.johnson1.0@sample.net,+7-838-210-2794,77,8,3,No,4322.32
15379.0,Chris,Brown,chris.brown9.0@sample.net,+6-968-209-3303,53,2,4,Yes,1288.29
14309.0,Taylor,Smith,taylor.smith9.0@demo.org,+2-226-459-3312,65,4,4,No,2684.72
17288.0,Drew,Lee,drew.lee8.0@demo.org,+9-524-439-2310,33,6,0,No,3098.03
14709.0,Alex,Walker,alex.walker9.0@mail.test,+6-260-397-5259,34,7,2,No,4553.86
15157.0,Cameron,Thomas,cameron.thomas7.0@demo.org,+5-293-788-5243,23,4,4,No,466.92
17744.0,Taylor,Martin,taylor.martin4.0@sample.net,+9-560-788-2172,77,6,1,No,3969.16
16316.0,Rowan,Hall,rowan.hall6.0@example.com,+1-714-936-2110,78,4,1,No,1918.6
15620.0,Rowan,Allen,rowan.allen0.0@sample.net,+2-973-315-6031,29,1,1,No,1224.93
15789.0,Taylor,Johnson,taylor.johnson9.0@mail.test,+5-886-554-6113,68,2,4,Yes,1802.35
16560.0,Cameron,Jackson,cameron.jackson0.0@example.com,+1-918-355-1469,51,5,3,No,2782.06
13534.0,Chris,Thompson,chris.thompson4.0@example.com,+3-927-508-8873,56,4,2,No,2785.95
17580.0,Morgan,White,morgan.white0.0@mail.test,+1-133-176-8773,37,5,3,No,2328.16
14777.0,Hayden,Allen,hayden.allen7.0@demo.org,+2-617-273-5773,29,5,2,No,2412.2
15759.0,Jamie,Allen,jamie.allen9.0@mail.test,+3-105-868-8058,26,1,0,No,1889.82
14373.0,Logan,Young,logan.young3.0@mail.test,+1-898-550-9631,47,7,4,No,3206.94
18176.0,Taylor,Anderson,taylor.anderson6.0@no-reply.io,+6-574-522-2218,38,4,3,No,3252.33
15366.0,Sam,White,sam.white6.0@mail.test,+3-695-125-6047,19,12,4,No,4491.23
14735.0,Jordan,Lewis,jordan.lewis5.0@demo.org,+2-968-541-5290,49,11,1,No,2200.69
16271.0,Casey,Lewis,casey.lewis1.0@sample.net,+2-426-198-2625,31,6,3,No,1907.02
18223.0,Avery,Smith,avery.smith3.0@example.com,+6-926-287-2733,57,5,3,No,2797.93
15532.0,Elliot,Johnson,elliot.johnson2.0@sample.net,+8-969-576-3986,23,1,2,No,1158.19
16816.0,Jamie,Johnson,jamie.johnson6.0@example.com,+3-507-396-2893,62,12,4,No,4944.65
16684.0,Cameron,Smith,cameron.smith4.0@example.com,+8-166-748-8653,49,3,2,No,1739.58
14334.0,Chris,Martin,chris.martin4.0@example.com,+5-348-822-8949,37,2,4,No,1897.2
16945.0,Quinn,Jackson,quinn.jackson5.0@sample.net,+7-133-603-8028,68,5,0,No,662.21
14643.0,Chris,King,chris.king3.0@no-reply.io,+9-504-464-9116,60,11,2,Yes,5265.98
15197.0,Chris,Martin,chris.martin7.0@sample.net,+4-634-329-1641,20,6,0,No,4351.88
14220.0,Elliot,Hall,elliot.hall0.0@example.com,+8-336-162-7357,62,8,0,No,2536.32
13874.0,Riley,Smith,riley.smith4.0@sample.net,+6-502-871-1913,53,1,4,No,883.79
18260.0,Logan,Clark,logan.clark0.0@sample.net,+4-340-783-4809,76,12,0,No,3009.93
17848.0,Cameron,Jackson,cameron.jackson8.0@example.com,+8-814-843-1346,57,4,2,No,3287.01
17392.0,Cameron,Smith,cameron.smith2.0@mail.test,+1-969-866-8023,58,12,0,Yes,7077.01
12348.0,Elliot,Garcia,elliot.garcia8.0@demo.org,+6-631-625-4115,74,2,3,No,1724.94
14985.0,Jamie,Brown,jamie.brown5.0@mail.test,+8-917-746-9452,40,12,0,No,6524.31
13004.0,Casey,King,casey.king4.0@sample.net,+8-894-102-6956,53,12,3,No,6633.68
14560.0,Morgan,Brown,morgan.brown0.0@mail.test,+1-787-274-5212,67,12,0,No,6188.79
12931.0,Hayden,Thomas,hayden.thomas1.0@example.com,+6-926-861-1047,79,3,3,No,2631.72
13627.0,Morgan,Thomas,morgan.thomas7.0@sample.net,+9-359-394-5981,51,12,3,No,1544.96
12551.0,Elliot,Martin,elliot.martin1.0@example.com,+3-580-327-7244,40,11,1,No,4794.82
12782.0,Morgan,Anderson,morgan.anderson2.0@example.com,+8-239-558-3537,72,7,1,No,3543.49
14769.0,Drew,Johnson,drew.johnson9.0@example.com,+1-368-582-9158,78,10,3,Yes,6307.66
15780.0,Cameron,Johnson,cameron.johnson0.0@example.com,+6-222-890-3866,60,9,4,Yes,4389.11
12417.0,Cameron,Garcia,cameron.garcia7.0@no-reply.io,+9-532-541-3814,50,8,4,No,4531.58
17315.0,Alex,Martin,alex.martin5.0@mail.test,+7-114-792-4734,78,10,0,No,3966.01
16711.0,Rowan,Clark,rowan.clark1.0@demo.org,+2-971-459-4433,20,2,3,No,2711.46
12726.0,Riley,Martin,riley.martin6.0@sample.net,+6-459-712-1954,61,11,3,No,4318.31
15204.0,Chris,Thomas,chris.thomas4.0@sample.net,+8-112-210-8339,55,9,3,No,1547.77
17888.0,Hayden,White,hayden.white8.0@sample.net,+7-993-939-2352,80,4,0,Yes,1688.77
17007.0,Casey,Lee,casey.lee7.0@sample.net,+7-147-537-8428,48,6,0,No,3206.22
15160.0,Hayden,Smith,hayden.smith0.0@sample.net,+7-749-558-9183,19,5,1,No,3373.62
14016.0,Reese,Brown,reese.brown6.0@example.com,+9-235-982-3325,22,7,4,No,4397.18
13033.0,Morgan,Johnson,morgan.johnson3.0@no-reply.io,+4-460-300-2879,80,10,4,No,901.8
12691.0,Blake,Lewis,blake.lewis1.0@no-reply.io,+2-286-409-3131,80,7,2,Yes,884.52
13869.0,Elliot,White,elliot.white9.0@mail.test,+9-684-740-4102,78,7,2,No,4604.15
14146.0,Elliot,Smith,elliot.smith6.0@example.com,+2-287-177-6590,29,10,0,No,4290.38
12705.0,Alex,Young,alex.young5.0@sample.net,+2-699-631-1664,23,8,4,No,2702.09
16885.0,Alex,Thompson,alex.thompson5.0@no-reply.io,+8-982-239-4727,43,1,4,No,938.07
17913.0,Rowan,Taylor,rowan.taylor3.0@mail.test,+9-481-623-1650,53,7,3,Yes,5272.99
12668.0,Alex,Allen,alex.allen8.0@mail.test,+5-132-130-5813,30,8,1,No,5050.94
14472.0,Cameron,Anderson,cameron.anderson2.0@demo.org,+6-170-903-5516,51,2,2,No,2670.56
17358.0,Sam,Johnson,sam.johnson8.0@example.com,+7-299-678-3184,43,5,3,Yes,3678.51
16686.0,Reese,Hall,reese.hall6.0@demo.org,+9-168-347-2918,34,2,4,No,1157.71
18245.0,Cameron,Clark,cameron.clark5.0@demo.org,+8-505-956-9379,75,12,4,No,2698.2
17343.0,Casey,Lee,casey.lee3.0@demo.org,+9-968-721-1237,60,7,4,No,3440.52
18256.0,Quinn,Johnson,quinn.johnson6.0@sample.net,+8-542-565-1412,28,5,1,Yes,4257.79
16153.0,Alex,King,alex.king3.0@sample.net,+9-643-359-4540,39,7,2,Yes,1531.3
12377.0,Elliot,Walker,elliot.walker7.0@mail.test,+1-639-265-7963,36,6,2,No,2840.96
14646.0,Jamie,White,jamie.white6.0@sample.net,+3-981-534-1555,25,3,2,No,1826.0
12944.0,Hayden,Clark,hayden.clark4.0@sample.net,+2-347-450-6992,23,4,0,No,3543.45
15312.0,Cameron,Garcia,cameron.garcia2.0@sample.net,+9-204-575-1023,21,9,1,No,2405.44
14099.0,Avery,Lewis,avery.lewis9.0@sample.net,+3-746-125-9000,52,8,0,No,1431.89
14113.0,Quinn,Martin,quinn.martin3.0@sample.net,+4-734-342-5872,57,7,4,Yes,2974.89
13104.0,Cameron,White,cameron.white4.0@example.com,+9-427-627-2011,49,11,2,No,6172.16
17204.0,Logan,Thomas,logan.thomas4.0@mail.test,+3-551-360-4269,43,11,1,No,2630.88
13027.0,Jordan,Smith,jordan.smith7.0@example.com,+6-834-645-5622,60,10,4,No,3022.8
17621.0,Cameron,Brown,cameron.brown1.0@example.com,+9-973-294-3144,33,6,0,Yes,1742.96
17090.0,Casey,Harris,casey.harris0.0@no-reply.io,+5-885-901-9863,62,11,0,Yes,4843.03
14119.0,Morgan,Garcia,morgan.garcia9.0@no-reply.io,+5-330-169-8920,19,2,1,No,1844.57
15527.0,Blake,Allen,blake.allen7.0@mail.test,+2-794-645-3297,64,1,3,No,2167.75
18097.0,Sam,Smith,sam.smith7.0@example.com,+6-767-971-8124,29,1,3,No,475.52
15460.0,Sam,King,sam.king0.0@sample.net,+2-494-508-7568,47,6,4,No,1017.74
15034.0,Avery,Anderson,avery.anderson4.0@sample.net,+4-500-493-2726,76,7,1,No,3659.07
12423.0,Casey,Walker,casey.walker3.0@example.com,+7-242-209-7246,37,9,0,No,5365.63
12678.0,Jordan,Clark,jordan.clark8.0@example.com,+1-873-430-1973,55,11,0,Yes,5716.45
15208.0,Sam,White,sam.white8.0@demo.org,+3-199-906-8671,24,4,2,No,2864.83
17306.0,Taylor,Jackson,taylor.jackson6.0@demo.org,+2-436-223-1489,26,12,3,No,1851.35
14737.0,Parker,Taylor,parker.taylor7.0@sample.net,+6-552-943-3902,42,12,4,Yes,6468.81
13029.0,Casey,Taylor,casey.taylor9.0@example.com,+5-992-894-8143,28,4,0,No,2962.35
16270.0,Chris,Brown,chris.brown0.0@sample.net,+1-778-853-7365,37,1,2,No,2371.04
13487.0,Parker,Thompson,parker.thompson7.0@demo.org,+6-671-211-2440,30,11,1,Yes,3247.38
12515.0,Avery,Garcia,avery.garcia5.0@sample.net,+1-887-621-8280,25,4,3,No,3042.57
17400.0,Elliot,Taylor,elliot.taylor0.0@mail.test,+2-220-483-5893,44,12,4,No,5941.56
17593.0,Logan,Anderson,logan.anderson3.0@no-reply.io,+1-633-784-3343,22,8,3,No,3414.05
